Cam ID,Location,Latitude ,Longitude,camera_type,brand,install_date,last_maintenance_date,avg_daily_operation_hours,connectivity_status,ambient_temp_c,humidity_percent,prev_failures,days_since_last_failure,coverage_percent,health_status,uptime_percent,bandwidth_mbps,night_vision,technical_notes,lat_dd,lon_dd,governorate_en,Kuwait_Governorate,estimated_daily_vehicles
108,القادم من الفحيحيل باتجاه السالميه," 29°19'3.42""N"," 48° 3'26.67""E",Analog,Bosch,2018-03-28 00:00:00,2025-08-16 00:00:00,20,Online,38.6,38,1,347,80,Good,99.23,8.45,TRUE,Replace network cable,29.31761667,48.05740833,Hawalli,Hawalli,81007
105,القادم من الجهراء باتجاه الفحيحيل," 29°18'30.40""N","48° 3'25.23""E",IP,Honeywell,2019-06-07 00:00:00,2025-04-24 00:00:00,23,Online,44.1,95,1,461,83,Good,99.18,3.08,TRUE,Periodic false motion alerts,29.30844444,48.05700833,Hawalli,Hawalli,69871
156,قادم من المسيله باتجاه الخامس," 29°16'9.29""N"," 47°57'6.70""E",Thermal,Honeywell,2020-08-20 00:00:00,2025-09-15 00:00:00,20,Online,35.3,58,1,298,73,Good,99.1,1.09,TRUE,,29.26924722,47.95186111,Al Farwaniyah,Farwaniya,48676
213,قادم من المدينه باتجاه ابوفطيره," 29°12'51.81""N","48° 6'7.92""E",PTZ,Uniview,2023-05-09 00:00:00,2025-10-01 00:00:00,22,Online,41.3,59,1,644,88,Good,99.24,3.97,FALSE,Firmware update recommended,29.21439167,48.1022,Mubarak Al-Kabeer,Mubarak Al-Kabeer,60502
359,شارع جاسم محمد البحر باتجاه شارع الشهداء /شرق," 29°22'52.44""N"," 47°59'43.78""E",IP,Hikvision,2021-07-05 00:00:00,2024-08-07 00:00:00,18,Online,31.7,29,1,318,62,Good,99.47,3.91,FALSE,,29.38123333,47.99549444,Al Asimah,Al Asimah,52263
38,قادم من الغزالي باتجاه المدينه ," 29°19'58.12""N"," 47°55'58.00""E",Thermal,Dahua,2024-10-30 00:00:00,2024-12-18 00:00:00,22,Online,34,43,1,258,76,Good,99.88,2.76,TRUE,Periodic false motion alerts,29.33281111,47.93277778,Al Asimah,Al Asimah,72009
43,قادم دوار الامم باتجاه الجهراء - غرناطه ," 29°18'36.94""N","47°52'28.94""E",Thermal,Uniview,2018-02-21 00:00:00,2025-03-22 00:00:00,21,Online,44.4,42,2,43,91,Warning,99.67,1.72,TRUE,Lens requires cleaning,29.31026111,47.87470556,Al Farwaniyah,Farwaniya,67302
172,قادم من الجهراء باتجاه عبدالله المبارك," 29°15'55.74""N","47°54'21.85""E",PTZ,Dahua,2025-01-22 00:00:00,2024-02-22 00:00:00,21,Online,31.3,43,0,290,72,Good,98.35,5.6,TRUE,Periodic false motion alerts,29.26548333,47.90606944,Al Farwaniyah,Farwaniya,68425
37,ط. الجهراء جسر علوي باتجاه الغزالي," 29°20'7.06""N"," 47°56'9.19""E",Dome,Dahua,2020-04-27 00:00:00,2024-11-13 00:00:00,18,Online,29.3,45,1,268,93,Good,98.45,1.72,TRUE,Check IR LEDs,29.33529444,47.93588611,Al Asimah,Al Asimah,94512
277,قادم من شارع السور باتجاه الخليج العربي السالمية ,,,Fisheye,Honeywell,2019-01-06 00:00:00,2025-04-04 00:00:00,23,Online,33.7,82,3,309,79,Warning,98.81,2.6,TRUE,,,,,Unknown,55474
114,مدخل شارع الاقصى القادم من الفحيحيل," 29°18'1.22""N","48° 3'51.56""E",Dome,Bosch,2022-11-14 00:00:00,2025-02-13 00:00:00,20,Online,30.9,59,1,602,95,Good,99.92,1.6,TRUE,Lens requires cleaning,29.30033889,48.06432222,Hawalli,Hawalli,84507
78,د.4 / الرياض المخرج المؤدي الي ط. المطار," 29°19'6.63""N","47°58'23.02""E",IP,Hanwha,2024-07-29 00:00:00,2025-07-20 00:00:00,20,Online,23.2,68,0,5,93,Good,99.98,1.54,TRUE,Replace network cable,29.31850833,47.97306111,Al Farwaniyah,Farwaniya,78212
191,القادم من اسواق القرين باتجاه صبحان," 29°12'0.23""N","48° 0'29.83""E",Fisheye,Uniview,2025-02-07 00:00:00,2025-09-07 00:00:00,20,Online,34.5,73,1,58,75,Good,98.54,9.06,FALSE,Replace network cable,29.20006389,48.00828611,Al Ahmadi,Ahmadi,62957
122,قادم من شارع التعاون باتجاه المدينه,"  29°16'24.02""N","48° 4'58.73""E",PTZ,Hikvision,2021-12-25 00:00:00,2023-05-14 00:00:00,21,Online,32.9,43,3,49,82,Warning,98.99,0.84,TRUE,Replace network cable,29.27333889,48.08298056,Mubarak Al-Kabeer,Mubarak Al-Kabeer,45625
326,قادم من شارع فهد السالم باتجاه دوار الجهراء," 29°21'43.73""N"," 47°57'52.14""E",Analog,Vivotek,2018-09-13 00:00:00,2025-10-15 00:00:00,23,Online,31.2,55,2,24,78,Good,98.08,5.48,TRUE,Heat exposure — add shade,29.36214722,47.96448333,Al Asimah,Al Asimah,85858
41,قادم من ط. الجهراء باتجاه جمال جسرعلوي," 29°19'16.19""N"," 47°53'51.02""E",Fisheye,Hanwha,2024-02-05 00:00:00,2025-01-10 00:00:00,22,Online,38.8,49,0,370,94,Good,98.88,5.93,TRUE,Lens requires cleaning,29.32116389,47.89750556,Al Asimah,Al Asimah,117470
199,قادم الاحمدي باتجاه العدان," 29°14'17.64""N","48° 3'4.11""E",Analog,Dahua,2023-10-18 00:00:00,2024-08-12 00:00:00,19,Online,37.7,70,1,499,70,Good,98.07,4.47,TRUE,,29.23823333,48.05114167,Mubarak Al-Kabeer,Mubarak Al-Kabeer,42465
88,د.4 / المغرب المخرج المؤدي الي  السالميه," 29°19'22.97""N","48° 0'52.26""E",IP,Bosch,2018-02-09 00:00:00,2025-10-23 00:00:00,21,Offline,33.2,58,0,25,66,Warning,93.05,2.05,TRUE,Lens requires cleaning,29.32304722,48.01451667,Hawalli,Hawalli,51259
24,مدخل مؤسسة البترول باتجاه شارع الخليج," 29°21'7.82""N","47°56'43.29""E",Fisheye,Uniview,2018-10-14 00:00:00,2025-03-05 00:00:00,19,Online,27.2,53,0,723,98,Good,99.6,4.31,TRUE,Periodic false motion alerts,29.35217222,47.94535833,Al Asimah,Al Asimah,101316
32,القادم من طريق الجهراء بإتجاه دوار الجهراء," 29°21'32.45""N"," 47°57'46.41""E",PTZ,Hanwha,2019-06-08 00:00:00,2025-06-25 00:00:00,18,Online,45.5,43,1,552,91,Good,98.24,1.26,TRUE,,29.35901389,47.96289167,Al Asimah,Al Asimah,75796
215,قادم من ابوفطيره باتجاه المدينه," 29°13'9.79""N","48° 6'5.32""E",Bullet,Dahua,2020-12-04 00:00:00,2018-08-10 00:00:00,22,Intermittent,37.6,53,1,721,80,Warning,93.3,3.84,TRUE,Heat exposure — add shade,29.21938611,48.10147778,Mubarak Al-Kabeer,Mubarak Al-Kabeer,53040
241,قادم من الشيخ زايد باتجاه المغرب," 29°18'29.22""N"," 48° 1'16.77""E",IP,Uniview,2020-03-08 00:00:00,2019-01-31 00:00:00,20,Offline,31.2,90,0,503,94,Good,96.29,4.51,TRUE,,29.30811667,48.021325,Hawalli,Hawalli,95017
359,شارع جاسم محمد البحر باتجاه شارع الشهداء /شرق," 29°22'52.44""N"," 47°59'43.78""E",IP,Hikvision,2021-07-05 00:00:00,2025-06-15 00:00:00,23,Online,27.5,79,1,511,81,Good,98.45,2.86,TRUE,Periodic false motion alerts,29.38123333,47.99549444,Al Asimah,Al Asimah,81106
282,قادم شارع الخليج العربي باتجاه شارع علي السالم مرورا بشارع مبارك الكبير ,"  29°22'41.87""N"," 47°58'29.83""E",Analog,Dahua,2024-10-31 00:00:00,2022-10-25 00:00:00,23,Online,34.9,73,1,393,81,Good,98.22,2.98,TRUE,Mount stabilization required,29.37829722,47.97495278,Al Asimah,Al Asimah,81647
66,د.4 / محمد بن القاسم المخرج المؤدي - الاندلس," 29°18'45.69""N"," 47°55'24.29""E",Dome,Bosch,2019-11-28 00:00:00,2023-01-23 00:00:00,21,Offline,30.7,57,1,390,62,Warning,95.55,5.02,TRUE,Lens requires cleaning,29.31269167,47.92341389,Al Farwaniyah,Farwaniya,54613
168,قادم المسيله باتجاه العارضيه وعبدالله المبارك," 29°16'3.19""N"," 47°54'51.86""E",IP,Hanwha,2024-01-01 00:00:00,2023-01-16 00:00:00,19,Intermittent,33,52,1,135,66,Warning,93.28,1.75,FALSE,,29.26755278,47.91440556,Al Farwaniyah,Farwaniya,45440
122,قادم من شارع التعاون باتجاه المدينه,"  29°16'24.02""N","48° 4'58.73""E",PTZ,Hikvision,2021-12-25 00:00:00,2025-02-17 00:00:00,18,Intermittent,39,60,1,679,68,Warning,94.07,2.6,TRUE,,29.27333889,48.08298056,Mubarak Al-Kabeer,Mubarak Al-Kabeer,35590
276,قادم من شارع السور باتجاه الخليج العربي من ناحية الشويخ ," 29°21'51.14""N"," 47°57'32.01""E",Fisheye,Bosch,2023-08-16 00:00:00,2025-02-04 00:00:00,22,Online,31.5,50,0,105,97,Good,98.74,5.58,TRUE,Focus adjustment needed,29.36420556,47.95889167,Al Asimah,Al Asimah,110569
277,قادم من شارع السور باتجاه الخليج العربي السالمية ,,,Fisheye,Honeywell,2019-01-06 00:00:00,2021-02-04 00:00:00,18,Online,33,47,2,459,91,Good,98.18,2.29,TRUE,,,,,Unknown,59470
435,القادم من شارع ثقيف السالميه باتجاه د.ا5,,,Dome,Vivotek,2021-10-13 00:00:00,2025-09-30 00:00:00,20,Intermittent,34.1,29,0,111,75,Warning,96.57,5.86,TRUE,Check IR LEDs,,,,Unknown,55649
434,القادم من د.5 باتجاه شارع ثقيف السالميه," 29°19'30.27""N"," 48° 4'8.36""E",Dome,Hikvision,2021-01-31 00:00:00,2019-04-25 00:00:00,21,Intermittent,24.6,64,0,598,91,Good,94.17,0.89,TRUE,Heat exposure — add shade,29.325075,48.06898889,Hawalli,Hawalli,76484
21,قادم من الخليج  باتجاه دوار جمال  ," 29°21'21.68""N","47°57'0.01""E",Thermal,Vivotek,2018-12-25 00:00:00,2023-08-07 00:00:00,23,Online,32.9,72,0,291,66,Good,98.18,5.58,TRUE,Lens requires cleaning,29.35602222,47.95000278,Al Asimah,Al Asimah,69149
26, القادم من جسر جابر باتجاه المدينه - مدخل," 29°20'34.41""N"," 47°55'23.52""E",IP,Axis,2021-07-16 00:00:00,2025-10-02 00:00:00,21,Online,40.5,42,2,703,86,Good,99.32,3.49,FALSE,Mount stabilization required,29.34289167,47.9232,Al Asimah,Al Asimah,95261
7,الاول / القاهره الخارج من المدينه - الشيراتون," 29°21'48.53""N","47°59'23.77""E",Thermal,Axis,2024-06-01 00:00:00,2025-04-03 00:00:00,22,Online,40.8,64,2,623,74,Warning,98.69,6.71,FALSE,Check IR LEDs,29.36348056,47.98993611,Al Asimah,Al Asimah,77400
354,قادم من شارع خالد ابن الوليد باتجاه شارع السور ,,,Dome,Vivotek,2018-07-31 00:00:00,2021-12-15 00:00:00,18,Online,34.6,53,0,3,72,Good,99.69,4.36,TRUE,,,,,Unknown,47707
90,مخرج برج الساعه باتجاه الملك فهد," 29°18'23.74""N"," 48° 1'9.08""E",Thermal,Bosch,2021-03-24 00:00:00,2022-03-18 00:00:00,19,Online,30.6,75,0,623,70,Good,98.72,2.89,FALSE,Heat exposure — add shade,29.30659444,48.01918889,Hawalli,Hawalli,57697
244,قادم من عيسى بن سلمان الخليفه باتجاه حسين علي الرومي," 29°19'50.22""N"," 48° 2'19.38""E",Thermal,Bosch,2021-07-22 00:00:00,2024-06-06 00:00:00,19,Online,38.3,47,0,598,64,Good,99.78,3.89,TRUE,Heat exposure — add shade,29.33061667,48.03871667,Hawalli,Hawalli,51227
126,قادم من الجهراء باتجاه الاحمدي," 29°15'30.42""N","48° 2'38.20""E",Analog,Vivotek,2018-05-02 00:00:00,2025-08-19 00:00:00,23,Intermittent,23.2,75,3,510,70,Critical,91.18,5.26,FALSE,Focus adjustment needed,29.25845,48.04394444,Mubarak Al-Kabeer,Mubarak Al-Kabeer,50299
91,مدخل بجانب السره باتجاه الجهراء," 29°18'24.75""N","48° 0'54.79""E",Analog,Uniview,2023-07-20 00:00:00,2024-04-29 00:00:00,21,Online,33.4,47,0,128,62,Good,99.42,3.21,TRUE,Lens requires cleaning,29.306875,48.01521944,Hawalli,Hawalli,51270
39,مدخل الجسر العلوي باتجاه المدينه @ التربيه," 29°19'43.05""N"," 47°55'28.29""E",PTZ,Bosch,2025-01-03 00:00:00,2020-09-19 00:00:00,19,Online,41.4,77,0,39,89,Good,99.1,5.51,TRUE,Focus adjustment needed,29.328625,47.924525,Al Asimah,Al Asimah,101691
243,قادم من حسين علي الرومي باتجاه عيسى بن سلمان الخليفه," 29°19'51.52""N"," 48° 2'18.02""E",PTZ,Honeywell,2024-09-24 00:00:00,2024-08-15 00:00:00,20,Online,41.8,51,1,294,88,Good,98.57,1.25,FALSE,Periodic false motion alerts,29.33097778,48.03833889,Hawalli,Hawalli,69960
118,قادم من الفحيحيل باتجاه شارع التعاوان," 29°15'53.70""N","48° 5'11.26""E",Dome,Axis,2019-03-21 00:00:00,2021-11-19 00:00:00,20,Online,23.6,60,0,722,78,Good,98.36,0.88,TRUE,Check IR LEDs,29.26491667,48.08646111,Mubarak Al-Kabeer,Mubarak Al-Kabeer,41221
145,قادم من الخامس باتجاه الجهراء," 29°15'58.13""N","47°57'58.27""E",Analog,Hanwha,2021-11-27 00:00:00,2023-05-13 00:00:00,21,Online,46.5,75,1,224,91,Good,99.43,1.23,FALSE,,29.26614722,47.96618611,Al Farwaniyah,Farwaniya,64804
340,قادم من دوار الجهراء باتجاه شارع السور ," 29°21'38.40""N"," 47°57'51.57""E",PTZ,Uniview,2022-03-18 00:00:00,2021-03-30 00:00:00,23,Intermittent,30,10,2,539,60,Warning,97.36,7.87,TRUE,Firmware update recommended,29.36066667,47.964325,Al Asimah,Al Asimah,65422
205,قادم د.6 باتجاه الرقه مقابل صباح السالم," 29°15'34.28""N"," 48° 3'50.20""E",Analog,Hanwha,2021-08-11 00:00:00,2025-06-30 00:00:00,23,Online,35,51,1,532,65,Good,99.4,1.83,TRUE,Periodic false motion alerts,29.25952222,48.06394444,Mubarak Al-Kabeer,Mubarak Al-Kabeer,36082
86,د.4 / المغرب المخرج المؤدي الي  د-5," 29°19'17.80""N"," 48° 0'45.23""E",Bullet,Uniview,2023-12-20 00:00:00,2022-04-26 00:00:00,21,Online,29.9,45,1,498,70,Good,98.38,4.32,TRUE,,29.32161111,48.01256389,Hawalli,Hawalli,65435
204,قادم من الجهراء و جابر العلي باتجاه الاحمدي," 29°10'24.54""N","48° 4'11.43""E",IP,Honeywell,2019-07-17 00:00:00,2025-03-28 00:00:00,21,Online,25.8,71,1,297,85,Good,99.29,3.85,FALSE,Heat exposure — add shade,29.17348333,48.06984167,Al Ahmadi,Ahmadi,66060
49,قادم من المدينه مخرج وصلة الدوحه," 29°19'0.38""N"," 47°47'7.85""E",PTZ,Axis,2024-01-15 00:00:00,2022-06-22 00:00:00,21,Online,31.7,39,1,687,73,Good,98.2,4.89,TRUE,Heat exposure — add shade,29.31677222,47.78551389,Al Jahrah,Jahra,47293
95,مخرج  بجانب الجابريه باتجاه المدينه," 29°18'40.10""N"," 48° 1'14.22""E",Thermal,Honeywell,2023-05-06 00:00:00,2025-04-13 00:00:00,21,Offline,23.6,65,2,401,81,Warning,95.68,8.99,FALSE,Focus adjustment needed,29.31113889,48.02061667,Hawalli,Hawalli,89036
217,قادم من المدينه باتجاه صباح السالم," 29°15'3.83""N","48° 5'25.86""E",Thermal,Hanwha,2020-12-19 00:00:00,2023-11-09 00:00:00,18,Offline,23.3,40,0,420,61,Warning,90.15,3.47,TRUE,Firmware update recommended,29.25106389,48.09051667,Mubarak Al-Kabeer,Mubarak Al-Kabeer,33678
38,قادم من الغزالي باتجاه المدينه ," 29°19'58.12""N"," 47°55'58.00""E",Thermal,Dahua,2024-10-30 00:00:00,2023-11-14 00:00:00,22,Online,15.8,43,2,7,73,Warning,98.51,3.75,FALSE,,29.33281111,47.93277778,Al Asimah,Al Asimah,65046
49,قادم من المدينه مخرج وصلة الدوحه," 29°19'0.38""N"," 47°47'7.85""E",PTZ,Axis,2024-01-15 00:00:00,2024-11-03 00:00:00,22,Online,30.5,57,0,244,62,Good,99.2,7.27,TRUE,Firmware update recommended,29.31677222,47.78551389,Al Jahrah,Jahra,42077
288,قادم من شارع الخليج العربي باتجاه شارع خالد ابن الوليد الشويخ ," 29°23'6.68""N"," 47°58'48.27""E",Analog,Uniview,2025-02-10 00:00:00,2019-05-27 00:00:00,23,Intermittent,30.2,35,2,315,89,Warning,95.59,0.79,TRUE,Replace network cable,29.38518889,47.980075,Al Asimah,Al Asimah,79555
214,قادم من ابوفطيره باتجاه الفحيحيل," 29°12'40.36""N","48° 6'11.06""E",Dome,Vivotek,2020-09-23 00:00:00,2025-08-15 00:00:00,21,Online,30.5,71,0,410,64,Good,98.19,3.12,TRUE,Check IR LEDs,29.21121111,48.10307222,Al Ahmadi,Ahmadi,42368
236,القادم من دوار الجهراء باتجاه طريق د.2," 29°21'32.45""N"," 47°57'46.41""E",IP,Uniview,2018-03-28 00:00:00,2024-05-01 00:00:00,18,Online,31.8,64,0,409,96,Good,98.85,6.28,TRUE,Heat exposure — add shade,29.35901389,47.96289167,Al Asimah,Al Asimah,116349
288,قادم من شارع الخليج العربي باتجاه شارع خالد ابن الوليد الشويخ ," 29°23'6.68""N"," 47°58'48.27""E",Analog,Uniview,2025-02-10 00:00:00,2025-02-27 00:00:00,19,Online,25.1,38,1,693,77,Good,98.9,2.63,FALSE,,29.38518889,47.980075,Al Asimah,Al Asimah,68038
163,قادم من المسيله باتجاه باتجاه د.5," 29°16'4.93""N","47°55'32.95""E",Fisheye,Hanwha,2025-10-05 00:00:00,2021-04-29 00:00:00,20,Online,41.3,51,1,584,92,Good,99.01,1.33,TRUE,,29.26803611,47.92581944,Al Farwaniyah,Farwaniya,72152
448,القادم من د.5 باتجاه شارع حسن البنا الرميثيه," 29°19'29.15""N","48° 4'39.33""E",IP,Uniview,2024-01-01 00:00:00,2025-07-10 00:00:00,22,Intermittent,35.1,64,0,84,69,Warning,91.2,9,TRUE,Mount stabilization required,29.32476389,48.07759167,Hawalli,Hawalli,71513
213,قادم من المدينه باتجاه ابوفطيره," 29°12'51.81""N","48° 6'7.92""E",PTZ,Uniview,2023-05-09 00:00:00,2022-05-04 00:00:00,20,Online,29.3,71,1,688,77,Good,99.5,5.78,TRUE,,29.21439167,48.1022,Mubarak Al-Kabeer,Mubarak Al-Kabeer,54235
126,قادم من الجهراء باتجاه الاحمدي," 29°15'30.42""N","48° 2'38.20""E",Analog,Vivotek,2018-05-02 00:00:00,2019-02-09 00:00:00,18,Online,34.9,86,0,15,80,Good,98.82,0.63,TRUE,Replace network cable,29.25845,48.04394444,Mubarak Al-Kabeer,Mubarak Al-Kabeer,39768
124,قادم من المسيله باتجاه المديدنه," 29°16'5.63""N","48° 2'29.06""E",Fisheye,Hikvision,2018-06-12 00:00:00,2024-04-20 00:00:00,22,Offline,25.5,70,0,84,65,Warning,91.57,2.62,TRUE,Firmware update recommended,29.26823056,48.04140556,Mubarak Al-Kabeer,Mubarak Al-Kabeer,38171
380,قادم من الخليح العربي بتجاه على السالم ," 29°22'31.28""N"," 47°58'12.03""E",Thermal,Hikvision,2024-12-01 00:00:00,2021-03-14 00:00:00,20,Online,31.8,21,0,187,60,Good,98.11,4.33,TRUE,,29.37535556,47.97000833,Al Asimah,Al Asimah,53442
177,مدخل د.6 القادم من السابع باتجاه الجهراء," 29°16'0.35""N"," 47°49'57.66""E",Bullet,Vivotek,2024-10-08 00:00:00,2024-12-01 00:00:00,20,Intermittent,32.9,43,0,478,84,Good,96.34,3.22,TRUE,Firmware update recommended,29.26676389,47.83268333,Al Jahrah,Jahra,52079
114,مدخل شارع الاقصى القادم من الفحيحيل," 29°18'1.22""N","48° 3'51.56""E",Dome,Bosch,2022-11-14 00:00:00,2025-05-18 00:00:00,22,Online,24.6,62,1,602,90,Good,98.72,2.37,TRUE,Periodic false motion alerts,29.30033889,48.06432222,Hawalli,Hawalli,85912
123,قادم من المدينه باتجاه الجهراء," 29°16'18.37""N","48° 4'59.42""E",Thermal,Bosch,2018-12-30 00:00:00,2025-10-19 00:00:00,21,Intermittent,33.1,55,2,415,82,Warning,95.52,5,TRUE,Firmware update recommended,29.27176944,48.08317222,Mubarak Al-Kabeer,Mubarak Al-Kabeer,58737
42,قادم المدينه باتجاه الجهراء جسر - غرناطه ," 29°18'35.20""N","47°52'46.68""E",IP,Hanwha,2021-07-15 00:00:00,2025-09-23 00:00:00,19,Online,23.4,57,2,17,71,Warning,99.7,1.87,TRUE,,29.30977778,47.87963333,Al Farwaniyah,Farwaniya,59806
189,قادم من صبحان باتجاه الظهر ," 29°11'8.97""N"," 47°59'44.85""E",PTZ,Uniview,2021-02-12 00:00:00,2022-11-11 00:00:00,23,Online,27.1,81,1,672,99,Good,99.33,4.91,FALSE,Focus adjustment needed,29.185825,47.99579167,Al Ahmadi,Ahmadi,86635
130,قادم من الضجيج باتجاه السالميه," 29°18'6.17""N","47°57'1.54""E",IP,Axis,2022-03-27 00:00:00,2025-07-24 00:00:00,23,Online,19.5,52,0,423,74,Good,99.13,8.47,TRUE,Focus adjustment needed,29.30171389,47.95042778,Al Farwaniyah,Farwaniya,71744
75,د.4 / المطارالمخرج المؤدي الي د.3," 29°19'3.52""N"," 47°57'39.57""E",Analog,Bosch,2021-08-10 00:00:00,2025-10-29 00:00:00,21,Online,34.5,54,1,141,83,Good,98.85,3.88,TRUE,,29.31764444,47.96099167,Al Farwaniyah,Farwaniya,77572
346,قادم من الدائري الأول باتجاه شارع الرياض 50 ," 29°21'29.60""N"," 47°58'24.82""E",Analog,Dahua,2022-02-18 00:00:00,2024-04-12 00:00:00,18,Offline,24.9,53,1,144,62,Warning,92.1,1.96,TRUE,,29.35822222,47.97356111,Al Asimah,Al Asimah,50966
144,قادم الجهراء باتجاه المطار," 29°15'56.28""N"," 47°57'55.35""E",Bullet,Hikvision,2022-08-24 00:00:00,2023-03-30 00:00:00,21,Intermittent,41.8,66,0,157,86,Good,97.29,4,FALSE,Heat exposure — add shade,29.26563333,47.965375,Al Farwaniyah,Farwaniya,77792
389,القادم من شارع حراء الرميثية بإتجاه الدائري الخامس," 29°19'28.92""N"," 48° 4'58.64""E",Dome,Hikvision,2023-11-04 00:00:00,2020-12-08 00:00:00,20,Online,32.2,24,3,272,99,Warning,99.9,8.3,FALSE,Lens requires cleaning,29.3247,48.08295556,Hawalli,Hawalli,125331
25,مخرج جسر جابر للقادم من المدينه," 29°20'28.26""N"," 47°55'37.79""E",IP,Hanwha,2018-01-28 00:00:00,2020-08-20 00:00:00,18,Online,38.5,39,1,197,70,Good,99.88,12.48,FALSE,Heat exposure — add shade,29.34118333,47.92716389,Al Asimah,Al Asimah,83536
372,قادم من شارع جابر المبارك باتجاه شارع خالد ابن الوليد ," 29°22'31.00""N"," 47°59'35.41""E",Fisheye,Hikvision,2022-08-04 00:00:00,2025-10-16 00:00:00,23,Online,27.8,37,1,688,66,Good,99.63,2.91,FALSE,,29.37527778,47.99316944,Al Asimah,Al Asimah,60128
135,قادم السالميه باتجاه د.4," 29°18'12.40""N","47°57'58.20""E",Dome,Honeywell,2025-02-14 00:00:00,2025-07-26 00:00:00,23,Online,29.8,56,1,709,93,Good,98.97,2.77,TRUE,Focus adjustment needed,29.30344444,47.96616667,Al Farwaniyah,Farwaniya,89841
55,قادم من المدينه باتجاه القصر وجابر," 29°20'32.16""N","47°42'38.37""E",Thermal,Bosch,2025-01-07 00:00:00,2022-02-05 00:00:00,21,Online,28.9,15,3,519,71,Warning,99.39,6.74,TRUE,Periodic false motion alerts,29.34226667,47.71065833,Al Jahrah,Jahra,48321
57,القادم من العبدلي باتجاه جابر والقصر," 29°20'28.34""N","47°42'41.21""E",Bullet,Uniview,2022-03-15 00:00:00,2022-04-29 00:00:00,18,Offline,36.7,63,0,439,76,Good,96.32,1.76,FALSE,,29.34120556,47.71144722,Al Jahrah,Jahra,37138
5,الاول / القاهره مدخل المدينه  بإتجاه - السور," 29°21'56.49""N","47°59'29.99""E",Dome,Bosch,2018-06-06 00:00:00,2025-09-04 00:00:00,22,Intermittent,33.6,49,0,696,72,Warning,91.89,1.82,TRUE,Lens requires cleaning,29.36569167,47.99166389,Al Asimah,Al Asimah,61559
219,قادم من صباح السالم باتجاه المدينه," 29°15'0.90""N","48° 5'30.33""E",Thermal,Honeywell,2018-06-26 00:00:00,2025-01-10 00:00:00,23,Online,19.4,45,1,366,98,Good,99.32,5.06,FALSE,Mount stabilization required,29.25025,48.09175833,Mubarak Al-Kabeer,Mubarak Al-Kabeer,69525
70,د.4 / الغرالي المخرج المؤدي الي بن القاسم," 29°18'53.26""N","47°56'23.10""E",Dome,Dahua,2022-05-22 00:00:00,2024-06-17 00:00:00,21,Online,30.4,34,0,281,75,Good,98.42,4.26,TRUE,Replace network cable,29.31479444,47.93975,Al Farwaniyah,Farwaniya,68761
51,قادم من وصلة الدوحه باتجاه صليبخات," 29°18'40.86""N"," 47°47'30.26""E",Dome,Dahua,2025-06-23 00:00:00,2024-11-17 00:00:00,22,Online,34.2,48,0,409,73,Good,99.52,2.19,TRUE,,29.31135,47.79173889,Al Jahrah,Jahra,41620
30,مخرج باتجاه شارع الجهراء والتطبيقي," 29°20'11.65""N","47°55'37.75""E",PTZ,Hanwha,2019-01-15 00:00:00,2023-12-13 00:00:00,23,Online,29,70,0,294,85,Good,98.21,5.49,TRUE,Mount stabilization required,29.33656944,47.92715278,Al Asimah,Al Asimah,95779
363,قادم من شارع الشهداء باتجاه شارع عبد الله السالم ,"  29°22'0.17""N"," 47°58'26.51""E",IP,Vivotek,2021-08-22 00:00:00,2023-09-30 00:00:00,19,Online,33.9,60,1,150,86,Good,99.86,3.26,TRUE,,29.36671389,47.97403056,Al Asimah,Al Asimah,82264
324,قادم من دوار الجهراء باتجاه شارع فهد السالم ," 29°21'43.50""N"," 47°57'52.20""E",Bullet,Vivotek,2020-11-01 00:00:00,2024-12-08 00:00:00,20,Intermittent,32.2,43,1,130,90,Warning,91.51,4.16,TRUE,Periodic false motion alerts,29.36208333,47.9645,Al Asimah,Al Asimah,92619
19,قادم من دوار جمال باتجاه الخليج," 29°21'19.93""N"," 47°57'1.70""E",IP,Uniview,2018-07-01 00:00:00,2022-09-02 00:00:00,23,Online,28.3,43,1,300,85,Good,99.59,2.44,FALSE,Replace network cable,29.35553611,47.95047222,Al Asimah,Al Asimah,84730
389,القادم من شارع حراء الرميثية بإتجاه الدائري الخامس," 29°19'28.92""N"," 48° 4'58.64""E",Dome,Hikvision,2023-11-04 00:00:00,2022-09-26 00:00:00,18,Online,34.6,62,1,564,62,Good,99.33,3.87,TRUE,Mount stabilization required,29.3247,48.08295556,Hawalli,Hawalli,57558
285,قادم من شارع مبارك الكبير باتجاه شارع الخليج العربي,,,Analog,Uniview,2025-10-20 00:00:00,2025-06-28 00:00:00,21,Online,28.5,58,0,442,74,Good,99.53,2.08,TRUE,Replace network cable,,,,Unknown,46358
105,القادم من الجهراء باتجاه الفحيحيل," 29°18'30.40""N","48° 3'25.23""E",IP,Honeywell,2019-06-07 00:00:00,2024-04-10 00:00:00,21,Online,31.5,77,2,668,67,Warning,99.47,10.6,TRUE,,29.30844444,48.05700833,Hawalli,Hawalli,72761
95,مخرج  بجانب الجابريه باتجاه المدينه," 29°18'40.10""N"," 48° 1'14.22""E",Thermal,Honeywell,2023-05-06 00:00:00,2022-04-24 00:00:00,19,Online,27,53,2,633,67,Warning,99.66,4.42,FALSE,Check IR LEDs,29.31113889,48.02061667,Hawalli,Hawalli,59084
