Cam ID,Location,Longitude,Latitude,camera_type,brand,resolution_mp,install_date,last_maintenance_date,avg_daily_operation_hours,connectivity_status,ambient_temp_c,humidity_percent,prev_failures,days_since_last_failure,coverage_percent,health_status,uptime_percent,motion_events_per_day,bandwidth_mbps,night_vision,ptz,location_category,technical_notes
120,قادم من السادس باتجاه الفحيحيل," 29°15'54.09""N","48° 5'8.09""E",Bullet,Vivotek,5,9/14/2018,8/25/2025,20,Online,28.2,70,1,395,64,Good,99.29,122,4.32,TRUE,FALSE,Roof,Focus adjustment needed
68,د.4 / القاسم القادم المخرج المؤدي الي الغزالي,"29°18'47.47""N","47°55'44.36""E",Fisheye,Honeywell,4,12/10/2021,10/16/2024,19,Intermittent,39.6,62,0,230,95,Good,96.48,125,4.76,FALSE,FALSE,Gate,Replace network cable
226,القادم من الجهراء باتجاه الشويخ ," 29°18'5.45""N"," 47°57'51.95""E",Thermal,Hanwha,5,6/3/2020,4/17/2024,18,Online,30,34,0,625,95,Good,99.05,106,1.99,TRUE,FALSE,Gate,
110,القادم من السالميه باتجاه المدينه," 29°19'17.84""N","48° 2'50.30""E",Dome,Uniview,4,11/16/2020,9/27/2025,23,Online,29.2,78,0,504,60,Good,99.34,122,3.71,FALSE,TRUE,Server Room,Lens requires cleaning
164,قادم من المسيلة باتجاه الجليب 2," 29°16'3.51""N"," 47°55'34.38""E",Fisheye,Uniview,5,7/4/2021,3/5/2024,19,Online,37,74,0,54,87,Good,99.23,116,3.24,TRUE,FALSE,Perimeter,Check IR LEDs
380,قادم من الخليح العربي بتجاه على السالم ," 29°22'31.28""N"," 47°58'12.03""E",Thermal,Hikvision,5,12/1/2024,4/28/2025,23,Offline,32.9,51,0,662,62,Warning,93.15,123,5.14,TRUE,TRUE,Server Room,
226,القادم من الجهراء باتجاه الشويخ ," 29°18'5.45""N"," 47°57'51.95""E",Thermal,Hanwha,5,6/3/2020,7/5/2023,22,Online,35,51,1,75,66,Good,99.56,120,5.15,TRUE,FALSE,Gate,Periodic false motion alerts
HQ 2,Surv-Gate 1 HQ," 29°15'34.87""N"," 48° 1'58.92""E",Bullet,Honeywell,4,1/1/2021,10/31/2019,22,Online,35.3,38,0,707,69,Good,98.99,126,2.46,TRUE,FALSE,Parking,
217,قادم من المدينه باتجاه صباح السالم," 29°15'3.83""N","48° 5'25.86""E",Thermal,Hanwha,12,12/19/2020,7/2/2022,21,Online,39.6,25,1,427,73,Good,99.13,127,6.89,TRUE,FALSE,Gate,Firmware update recommended
37,ط. الجهراء جسر علوي باتجاه الغزالي," 29°20'7.06""N"," 47°56'9.19""E",Dome,Dahua,5,4/27/2020,4/14/2023,20,Offline,29.9,80,2,289,65,Warning,96.02,114,5.34,TRUE,TRUE,Office,
108,القادم من الفحيحيل باتجاه السالميه," 29°19'3.42""N"," 48° 3'26.67""E",Analog,Bosch,5,3/28/2018,10/13/2024,19,Online,30.4,58,1,91,62,Good,98.73,130,5.8,TRUE,FALSE,Warehouse,
222,القادم من الفحاحيل باتجاه الجهراء," 29°18'55.85""N"," 48° 3'8.95""E",Dome,Uniview,5,11/26/2018,9/19/2025,20,Online,31.5,73,0,107,61,Good,98.34,118,2.61,TRUE,FALSE,Parking,
268,قادم من فهد السالم باتجاه الدائري الاول و الخليج," 29°21'58.98""N"," 47°57'56.30""E",Dome,Hanwha,5,11/18/2020,11/9/2025,21,Online,33.4,58,0,628,79,Good,98.64,108,3.42,FALSE,FALSE,Warehouse,Replace network cable
27,مخرج القادم من صليبخات باتجاه الغزالي," 29°20'18.17""N"," 47°55'21.26""E",Fisheye,Dahua,12,11/1/2023,3/31/2023,18,Online,31.6,76,1,673,99,Good,98.6,120,13.52,TRUE,FALSE,Warehouse,Focus adjustment needed
104,المدخل القادم الفحيحيل باتجاه الصليبخات," 29°19'53.10""N"," 48° 2'22.41""E",Thermal,Honeywell,12,11/2/2018,4/25/2024,20,Online,34.1,31,0,53,82,Good,98.58,119,13.43,TRUE,FALSE,Parking,Periodic false motion alerts
19,قادم من دوار جمال باتجاه الخليج," 29°21'19.93""N"," 47°57'1.70""E",IP,Uniview,2,7/1/2018,4/23/2023,19,Online,30.5,53,1,309,74,Good,98.91,133,1.32,TRUE,FALSE,Gate,Focus adjustment needed
276,قادم من شارع السور باتجاه الخليج العربي من ناحية الشويخ ," 29°21'51.14""N"," 47°57'32.01""E",Fisheye,Bosch,5,8/16/2023,6/8/2025,21,Online,35.5,62,0,583,67,Good,98.63,110,1.63,TRUE,FALSE,Perimeter,Mount stabilization required
18,قادم من د.2 باتجاه دوار الجهراء," 29°21'33.86""N","47°57'39.87""E",Dome,Axis,8,2/11/2019,11/28/2024,22,Online,31,77,0,387,84,Good,98.54,119,9.06,TRUE,FALSE,Office,Replace network cable
88,د.4 / المغرب المخرج المؤدي الي  السالميه," 29°19'22.97""N","48° 0'52.26""E",IP,Bosch,4,2/9/2018,4/24/2023,18,Online,39.1,57,0,120,68,Good,98.07,141,2.94,FALSE,FALSE,Server Room,Heat exposure — add shade
94,مدخل قصر بيان باتجاه السالميه," 29°18'14.50""N","48° 1'27.86""E",Thermal,Dahua,8,7/2/2024,2/21/2025,19,Online,40.3,41,0,41,71,Good,98.67,127,7.52,TRUE,FALSE,Office,Firmware update recommended
HQ 2,Surv-Gate 1 HQ," 29°15'34.87""N"," 48° 1'58.92""E",Bullet,Honeywell,8,1/1/2021,12/25/2023,18,Online,43.5,53,0,115,64,Good,98.56,106,5.09,TRUE,FALSE,Roof,Replace network cable
129,قادم من د.4 باتجاه الجهراء,"29°18'5.93""N","47°56'29.26""E",Bullet,Honeywell,4,4/1/2024,9/18/2025,23,Online,29.2,48,2,465,88,Good,98.68,93,2.15,TRUE,FALSE,Warehouse,Mount stabilization required
410,القادم من د.5 باتجاه شارع اسامه بن زيد," 29°19'29.98""N"," 48° 4'18.37""E",Fisheye,Bosch,2,1/29/2024,7/18/2022,19,Offline,34.4,57,2,73,99,Warning,91.77,139,2.33,TRUE,FALSE,Warehouse,Lens requires cleaning
136,قادم من الجهراء باتجاه د.6," 29°17'21.95""N","47°59'0.33""E",Dome,Hanwha,5,7/14/2022,1/24/2021,19,Online,34.4,75,3,696,76,Warning,98.44,125,5.16,TRUE,FALSE,Parking,
17,قادم من د.2 باتجاه د. الاول نفق," 29°21'33.00""N","47°57'34.51""E",IP,Honeywell,4,1/10/2020,5/14/2020,20,Online,34.1,53,1,182,65,Good,99.06,107,3.84,TRUE,TRUE,Server Room,Mount stabilization required
444,القادم من د.5 باتجاه شارع الخنساء السالميه," 29°19'38.14""N"," 48° 4'41.34""E",Fisheye,Uniview,5,4/24/2024,10/24/2023,20,Online,31.9,55,4,651,68,Warning,99.62,136,5.45,TRUE,FALSE,Warehouse,Periodic false motion alerts
200,قادم من العدان باتجاه الاحمدي," 29°14'15.65""N","48° 2'59.15""E",Analog,Hikvision,12,10/10/2023,12/18/2024,22,Online,26.8,66,0,311,87,Good,98.07,132,9.98,TRUE,FALSE,Office,Check IR LEDs
28,مخرج قادم من العزالي باتجاه المستشفيات," 29°20'7.23""N"," 47°55'43.41""E",Analog,Bosch,5,2/22/2019,9/14/2024,18,Offline,30.8,71,0,613,60,Warning,91.17,121,4.3,TRUE,TRUE,Gate,Mount stabilization required
27,مخرج القادم من صليبخات باتجاه الغزالي," 29°20'18.17""N"," 47°55'21.26""E",Fisheye,Dahua,5,11/1/2023,10/26/2025,19,Online,34.5,42,3,149,82,Warning,99.27,130,3.62,TRUE,FALSE,Gate,Lens requires cleaning
66,د.4 / محمد بن القاسم المخرج المؤدي - الاندلس," 29°18'45.69""N"," 47°55'24.29""E",Dome,Bosch,5,11/28/2019,7/30/2023,19,Online,42.7,19,1,406,79,Good,99.53,129,2.52,TRUE,FALSE,Perimeter,
438,القادم من شارع المغيره بن شعبه السالميه باتجاه دوار الامام زين العابدين," 29°19'36.21""N"," 48° 4'36.57""E",IP,Dahua,5,8/15/2023,11/12/2021,18,Offline,31.8,56,0,446,98,Good,96.47,125,1.61,TRUE,FALSE,Gate,Mount stabilization required
39,مدخل الجسر العلوي باتجاه المدينه @ التربيه," 29°19'43.05""N"," 47°55'28.29""E",PTZ,Bosch,4,1/3/2025,6/30/2025,19,Offline,36.9,39,1,479,72,Warning,93.64,126,2.65,FALSE,FALSE,Office,Check IR LEDs
143,قادم المسيله باتجاه د.5," 29°16'19.36""N"," 47°59'14.09""E",Thermal,Vivotek,5,3/10/2021,4/23/2024,20,Online,35.1,46,2,15,82,Good,98.12,111,4.24,TRUE,FALSE,Office,Firmware update recommended
436,القادم من د.5 باتجاه شارع عيسى القطامي السالميه,"29°19'25.41""N"," 48° 3'56.91""E",Dome,Hanwha,8,7/19/2018,5/24/2022,21,Online,30.1,24,1,509,97,Good,99.43,129,3.45,TRUE,TRUE,Roof,Focus adjustment needed
217,قادم من المدينه باتجاه صباح السالم," 29°15'3.83""N","48° 5'25.86""E",Thermal,Hanwha,5,12/19/2020,3/30/2024,18,Online,36,46,0,296,80,Good,98.35,126,3.17,TRUE,FALSE,Perimeter,Check IR LEDs
361,شارع جاسم محمد البحر باتجاه شارع الخليج /الدائري الأول ,,,Fisheye,Dahua,4,3/22/2023,7/18/2023,21,Online,29.3,30,1,369,86,Good,98.77,119,4.32,TRUE,FALSE,Gate,
7,الاول / القاهره الخارج من المدينه - الشيراتون," 29°21'48.53""N","47°59'23.77""E",Thermal,Axis,8,6/1/2024,7/8/2024,19,Online,43.7,73,1,512,73,Good,98.91,127,4.69,TRUE,FALSE,Gate,Replace network cable
355,قادم من شارع جابر المبارك باتجاه شارع الفحاحيل / شارع السور ," 29°22'34.79""N"," 47°59'36.95""E",Bullet,Dahua,4,7/28/2024,7/1/2025,23,Online,34.6,46,1,524,79,Good,99.79,135,1.39,TRUE,TRUE,Warehouse,Firmware update recommended
67,د.4 / القاسم المخرج المؤدي الي الميره," 29°18'49.00""N","47°55'38.54""E",Dome,Bosch,12,3/10/2021,10/24/2025,22,Online,23.5,75,0,57,88,Good,99.03,119,9.28,TRUE,FALSE,Gate,Mount stabilization required
100,المخرج المؤدي الي ط.عبدالعزيز @ الجابريه," 29°19'42.70""N","48° 2'27.77""E",PTZ,Uniview,2,12/26/2022,1/31/2023,22,Online,30.6,28,1,111,72,Good,99.33,116,0.99,TRUE,FALSE,Warehouse,Focus adjustment needed
72,د.4 / الغرالي المخرج المؤدي - المشاتل," 29°18'53.33""N","47°56'37.08""E",Thermal,Uniview,8,2/14/2023,3/21/2023,18,Online,36,52,0,397,91,Good,98.9,123,6.94,TRUE,FALSE,Roof,Lens requires cleaning
209,الغوض / 208 قادم العدان باتجاه الملك فهد," 29°12'44.56""N","48° 5'21.88""E",Analog,Bosch,5,5/24/2024,6/15/2024,21,Online,33.3,63,0,309,81,Good,99.11,120,1.53,TRUE,FALSE,Office,Mount stabilization required
278,قادم منشارع الخليج باتجاه شارع عبد العزيز حمد الصقر  الشويخ ,"  29°22'4.10""N","  47°57'48.22""E",Bullet,Hanwha,5,2/11/2024,10/27/2020,22,Online,34.5,49,3,600,60,Warning,98.15,127,3.4,TRUE,FALSE,Perimeter,Replace network cable
297,قادم من شارع الخليج العربي السالمية باتجاه شارع عبد الرحمن يوسف حمد الرومي ,,,Thermal,Bosch,2,9/1/2022,7/25/2024,21,Intermittent,24.2,47,0,19,85,Good,92.86,117,2.18,TRUE,FALSE,Server Room,Firmware update recommended
136,قادم من الجهراء باتجاه د.6," 29°17'21.95""N","47°59'0.33""E",Dome,Hanwha,8,7/14/2022,3/19/2019,19,Offline,21.2,51,0,160,98,Good,92.89,130,9.27,FALSE,FALSE,Gate,Firmware update recommended
150,مخرج مطار الكويت الدولي," 29°15'6.41""N","47°58'6.56""E",Dome,Honeywell,4,9/13/2022,5/19/2024,23,Online,30.9,66,0,509,92,Good,99.35,118,3.79,TRUE,FALSE,Perimeter,Check IR LEDs
431,القادم من شارع عمان السالميه باتجاه د.5,,,Dome,Hanwha,2,5/28/2025,8/27/2025,18,Online,37.6,54,1,599,82,Good,98.16,115,1.3,TRUE,FALSE,Lobby,
27,مخرج القادم من صليبخات باتجاه الغزالي," 29°20'18.17""N"," 47°55'21.26""E",Fisheye,Dahua,4,11/1/2023,7/17/2024,20,Online,23.5,50,0,275,91,Good,98.39,134,1.93,TRUE,FALSE,Parking,Firmware update recommended
99,مخرج شارع بيروت من ط. الملك فهد," 29°19'53.16""N","48° 0'24.58""E",Analog,Vivotek,5,7/1/2024,9/23/2023,20,Online,23.9,46,2,201,94,Good,98.1,134,1.57,TRUE,FALSE,Gate,Lens requires cleaning
161,قادم من الجهراء باتجاه الجليب," 29°15'59.67""N"," 47°56'16.47""E",Bullet,Dahua,4,11/1/2024,7/7/2019,20,Online,41.9,53,1,406,82,Good,98.52,112,3.42,TRUE,FALSE,Gate,
18,قادم من د.2 باتجاه دوار الجهراء," 29°21'33.86""N","47°57'39.87""E",Dome,Axis,4,2/11/2019,9/13/2023,18,Online,34.4,51,1,116,95,Good,98.2,126,1.96,FALSE,FALSE,Roof,Firmware update recommended
435,القادم من شارع ثقيف السالميه باتجاه د.ا5,,,Dome,Vivotek,8,10/13/2021,7/2/2025,18,Online,29.9,71,2,542,66,Warning,99,120,7.23,TRUE,TRUE,Server Room,
214,قادم من ابوفطيره باتجاه الفحيحيل," 29°12'40.36""N","48° 6'11.06""E",Dome,Vivotek,8,9/23/2020,2/8/2021,18,Online,27.2,10,0,352,60,Good,98.45,117,3.41,TRUE,FALSE,Roof,Mount stabilization required
147,"قادم من المسيله باتجاه د,5"," 29°15'58.75""N"," 47°58'31.58""E",Fisheye,Bosch,4,2/3/2025,5/16/2025,21,Intermittent,36.9,44,1,484,70,Warning,93.26,138,3.95,TRUE,FALSE,Office,
410,القادم من د.5 باتجاه شارع اسامه بن زيد," 29°19'29.98""N"," 48° 4'18.37""E",Fisheye,Bosch,5,1/29/2024,8/15/2023,23,Offline,40.7,32,0,485,60,Warning,96.92,112,2.18,TRUE,FALSE,Roof,Check IR LEDs
298,قادم من شارع عبد الرحمن يوسف حمد الرومي باتجاه قادم من شارع الخليج العربي الشويخ,"  29°22'55.58""N"," 48° 0'8.44""E",PTZ,Honeywell,5,1/14/2023,10/15/2025,22,Online,34.6,55,2,149,73,Warning,99.78,125,5.9,TRUE,FALSE,Parking,Lens requires cleaning
84,د.4 / الرياض المخرج المؤدي الي السالميه," 29°19'5.85""N","47°58'32.36""E",Thermal,Honeywell,5,7/27/2020,10/11/2022,20,Online,23,65,0,23,92,Good,98.25,118,1.89,TRUE,FALSE,Perimeter,
278,قادم منشارع الخليج باتجاه شارع عبد العزيز حمد الصقر  الشويخ ,"  29°22'4.10""N","  47°57'48.22""E",Bullet,Hanwha,8,2/11/2024,10/6/2024,21,Online,29.4,68,3,225,87,Warning,98.49,123,3.1,TRUE,TRUE,Warehouse,Firmware update recommended
76,د.4 / المطارالمخرج المؤدي الي السالميه," 29°19'0.94""N","47°57'45.28""E",PTZ,Dahua,12,8/3/2018,4/26/2025,19,Online,35.9,47,1,112,85,Good,99.16,115,12.99,TRUE,TRUE,Server Room,
172,قادم من الجهراء باتجاه عبدالله المبارك," 29°15'55.74""N","47°54'21.85""E",PTZ,Dahua,12,1/22/2025,10/4/2024,20,Online,27.7,69,0,330,75,Good,98.15,115,8.59,TRUE,FALSE,Lobby,
50,قادم من وصلة الدوحه باتجاه الجهراء," 29°18'43.46""N"," 47°46'45.54""E",PTZ,Dahua,4,2/27/2025,2/13/2024,22,Intermittent,35.8,34,0,699,63,Warning,95.66,116,3.33,TRUE,FALSE,Perimeter,Firmware update recommended
10,الاول / المغرب الخارج من المدينه - الشيراتون," 29°21'37.50""N"," 47°59'5.44""E",Analog,Uniview,4,10/27/2021,6/25/2025,20,Online,27.9,72,2,18,89,Good,98.82,115,1.2,FALSE,FALSE,Gate,Heat exposure — add shade
39,مدخل الجسر العلوي باتجاه المدينه @ التربيه," 29°19'43.05""N"," 47°55'28.29""E",PTZ,Bosch,5,1/3/2025,3/12/2023,20,Offline,31.4,42,0,154,71,Warning,91.84,124,2.55,TRUE,FALSE,Server Room,
51,قادم من وصلة الدوحه باتجاه صليبخات," 29°18'40.86""N"," 47°47'30.26""E",Dome,Dahua,2,6/23/2025,8/30/2025,21,Online,30.5,47,1,459,64,Good,99.92,113,0.92,FALSE,FALSE,Perimeter,Firmware update recommended
135,قادم السالميه باتجاه د.4," 29°18'12.40""N","47°57'58.20""E",Dome,Honeywell,5,2/14/2025,8/12/2023,20,Online,23.1,48,0,580,96,Good,99.38,110,4.42,TRUE,FALSE,Office,Periodic false motion alerts
157,مدخل مطار الكويت الدولي T4," 29°15'14.72""N","47°57'41.92""E",Thermal,Bosch,4,1/14/2025,11/24/2023,19,Online,24.9,53,3,129,97,Warning,99.01,112,2.54,FALSE,FALSE,Gate,Periodic false motion alerts
140,قادم من صبحان باتجاه الجهراء ," 29°16'0.85""N"," 47°59'16.96""E",Bullet,Dahua,2,4/20/2023,6/18/2025,20,Online,40.7,41,1,578,68,Good,98.55,97,2.2,TRUE,FALSE,Warehouse,Replace network cable
143,قادم المسيله باتجاه د.5," 29°16'19.36""N"," 47°59'14.09""E",Thermal,Vivotek,8,3/10/2021,12/24/2024,20,Online,36.1,70,1,699,84,Good,99.61,103,8.53,TRUE,FALSE,Lobby,Heat exposure — add shade
442,القادم من شارع الخنساء باتجاه شارع المغيرة بن شعبة ," 29°19'36.72""N"," 48° 4'37.01""E",Fisheye,Hikvision,4,9/29/2025,8/23/2025,22,Online,23.9,54,1,676,99,Good,98.54,117,4.11,TRUE,FALSE,Server Room,Check IR LEDs
1, الاول /عيسى الخارج من المدينه - الشيراتون," 29°22'20.77""N","47°59'45.03""E",Dome,Bosch,5,12/24/2018,8/4/2024,20,Online,35.6,52,0,379,71,Good,99.51,133,1.6,FALSE,FALSE,Lobby,Firmware update recommended
93,مدخل القادم من الملك فهد باتجاه الجهراء," 29°18'14.50""N","48° 1'27.86""E",Thermal,Axis,5,8/13/2020,6/11/2020,19,Online,35.1,45,0,112,79,Good,99.32,117,5.49,FALSE,FALSE,Server Room,
347,قادم من المدينة باتجاه شارع الرياض 50 ,,,Thermal,Dahua,12,11/10/2018,8/15/2023,18,Online,34.4,66,0,532,99,Good,98.22,119,9.83,TRUE,FALSE,Warehouse,Focus adjustment needed
109,قادم من المدينة باتجاء البدع," 29°18'46.99""N"," 48° 3'12.42""E",Analog,Vivotek,4,3/18/2020,8/29/2022,19,Online,23.9,35,0,366,64,Good,98.3,134,1.58,TRUE,TRUE,Warehouse,Check IR LEDs
361,شارع جاسم محمد البحر باتجاه شارع الخليج /الدائري الأول ,,,Fisheye,Dahua,2,3/22/2023,4/6/2024,22,Online,34.7,38,0,418,68,Good,99.66,125,2.02,TRUE,FALSE,Parking,
170,قادم من مستشفى الفروانيه باتجاه الجهراء," 29°16'3.72""N","47°54'15.42""E",Fisheye,Uniview,4,10/20/2023,4/5/2025,22,Online,38.4,59,2,260,87,Good,99.67,119,3.4,TRUE,TRUE,Parking,Mount stabilization required
241,قادم من الشيخ زايد باتجاه المغرب," 29°18'29.22""N"," 48° 1'16.77""E",IP,Uniview,5,3/8/2020,10/8/2022,19,Online,31,36,2,34,72,Warning,99.18,138,5.5,TRUE,FALSE,Warehouse,Firmware update recommended
355,قادم من شارع جابر المبارك باتجاه شارع الفحاحيل / شارع السور ," 29°22'34.79""N"," 47°59'36.95""E",Bullet,Dahua,8,7/28/2024,3/9/2025,23,Online,30.7,26,1,593,82,Good,99.15,117,6.7,TRUE,FALSE,Server Room,Lens requires cleaning
356,قادم من شارع الفحاحيل باتجاه شارع جابر المبارك ,,,Analog,Vivotek,8,10/5/2022,8/30/2025,20,Online,39.6,57,0,340,98,Good,98.35,128,6.24,TRUE,FALSE,Server Room,Replace network cable
216,قادم من الفحيحل باتجاه المدينه وابوفطيره," 29°12'32.06""N","48° 6'16.78""E",Analog,Hikvision,4,12/8/2021,1/1/2025,18,Online,30.5,65,1,645,81,Good,98.93,115,4.67,TRUE,TRUE,Office,Lens requires cleaning
271,قادم من شارع عبد العزيز حمد الصقر باتجاه الدائري الأول ,,,Dome,Dahua,12,10/26/2021,3/19/2022,22,Intermittent,33.4,44,2,205,80,Warning,97.37,143,3.86,TRUE,TRUE,Gate,Replace network cable
361,شارع جاسم محمد البحر باتجاه شارع الخليج /الدائري الأول ,,,Fisheye,Dahua,12,3/22/2023,6/14/2025,20,Online,28.9,44,0,601,94,Good,98.27,117,8.49,FALSE,TRUE,Office,Firmware update recommended
110,القادم من السالميه باتجاه المدينه," 29°19'17.84""N","48° 2'50.30""E",Dome,Uniview,5,11/16/2020,9/25/2025,23,Online,41,35,1,92,75,Good,98.31,125,5.25,TRUE,FALSE,Parking,Check IR LEDs
195,قادم من القرين باتجاه المدينه," 29°12'29.69""N","48° 3'34.03""E",Analog,Vivotek,5,4/26/2018,1/6/2020,21,Online,36.6,44,1,460,67,Good,98.9,116,5.71,TRUE,FALSE,Lobby,Check IR LEDs
188,قادم من صبحان باتجاه الجهراء," 29°11'1.92""N"," 47°59'38.16""E",IP,Bosch,5,3/26/2018,3/3/2024,23,Online,21.6,52,0,382,60,Good,98.57,114,5.34,TRUE,TRUE,Roof,Lens requires cleaning
439,القادم من شارع المغيره بن شعبه السالميه باتجاه د.5,,,Bullet,Hanwha,8,6/13/2024,7/26/2025,18,Intermittent,26.6,93,1,73,86,Warning,96.62,128,8.44,TRUE,FALSE,Warehouse,Heat exposure — add shade
136,قادم من الجهراء باتجاه د.6," 29°17'21.95""N","47°59'0.33""E",Dome,Hanwha,2,7/14/2022,9/14/2024,23,Online,30.1,70,3,112,98,Warning,98.58,105,1.51,TRUE,TRUE,Office,Firmware update recommended
283,قادم شارع الخليج العربي باتجاه شارع مبارك الكبير ,,,PTZ,Axis,8,7/19/2023,3/12/2023,23,Online,27.2,78,0,470,90,Good,98.38,123,3.79,FALSE,FALSE,Parking,Periodic false motion alerts
435,القادم من شارع ثقيف السالميه باتجاه د.ا5,,,Dome,Vivotek,5,10/13/2021,6/2/2023,18,Online,26.2,28,0,542,82,Good,99.88,145,5.75,TRUE,FALSE,Gate,Check IR LEDs
340,قادم من دوار الجهراء باتجاه شارع السور ," 29°21'38.40""N"," 47°57'51.57""E",PTZ,Uniview,12,3/18/2022,8/9/2025,23,Online,24.7,31,1,183,73,Good,99.11,121,9.26,FALSE,FALSE,Roof,Firmware update recommended
10,الاول / المغرب الخارج من المدينه - الشيراتون," 29°21'37.50""N"," 47°59'5.44""E",Analog,Uniview,4,10/27/2021,7/7/2025,21,Online,33.1,56,2,244,69,Warning,99.73,114,3.12,TRUE,TRUE,Gate,Focus adjustment needed
452,القادم من شارع ابوحنيفه الرميثيه باتجاه د.5," 29°19'22.94""N"," 48° 3'58.75""E",Analog,Uniview,12,10/5/2023,4/14/2024,18,Online,36.6,73,1,63,92,Good,99.2,124,11.84,TRUE,FALSE,Perimeter,
32,القادم من طريق الجهراء بإتجاه دوار الجهراء," 29°21'32.45""N"," 47°57'46.41""E",PTZ,Hanwha,8,6/8/2019,5/28/2024,19,Online,26.2,53,1,460,83,Good,99.19,107,3.32,TRUE,FALSE,Parking,
209,الغوض / 208 قادم العدان باتجاه الملك فهد," 29°12'44.56""N","48° 5'21.88""E",Analog,Bosch,5,5/24/2024,4/3/2025,20,Online,27.8,35,0,154,87,Good,99.66,132,3.28,TRUE,FALSE,Gate,
222,القادم من الفحاحيل باتجاه الجهراء," 29°18'55.85""N"," 48° 3'8.95""E",Dome,Uniview,8,11/26/2018,5/7/2025,23,Online,32.7,50,0,708,81,Good,98.35,120,8.58,FALSE,FALSE,Parking,Lens requires cleaning
167,قادم من الحساوي باتجاه المسيله," 29°16'0.54""N","47°55'45.08""E",Analog,Hikvision,5,3/6/2019,6/14/2025,23,Intermittent,28,75,0,639,97,Good,90.56,111,2.85,TRUE,TRUE,Warehouse,Periodic false motion alerts
10,الاول / المغرب الخارج من المدينه - الشيراتون," 29°21'37.50""N"," 47°59'5.44""E",Analog,Uniview,2,10/27/2021,7/23/2025,20,Intermittent,30.7,38,1,687,62,Warning,93.32,105,1.78,TRUE,TRUE,Perimeter,
90,مخرج برج الساعه باتجاه الملك فهد," 29°18'23.74""N"," 48° 1'9.08""E",Thermal,Bosch,5,3/24/2021,12/21/2024,19,Online,33.9,46,0,36,91,Good,98.61,122,4.94,TRUE,TRUE,Gate,Check IR LEDs
130,قادم من الضجيج باتجاه السالميه," 29°18'6.17""N","47°57'1.54""E",IP,Axis,5,3/27/2022,10/1/2023,22,Online,31.6,71,2,301,91,Good,98.42,115,4.8,FALSE,FALSE,Server Room,Focus adjustment needed
372,قادم من شارع جابر المبارك باتجاه شارع خالد ابن الوليد ," 29°22'31.00""N"," 47°59'35.41""E",Fisheye,Hikvision,12,8/4/2022,5/30/2025,18,Online,20,52,0,718,83,Good,98.58,112,11.27,TRUE,TRUE,Office,Lens requires cleaning
440,القادم من شارع عيسى القطامي السالميه باتجاه د.5," 29°19'25.31""N"," 48° 3'56.12""E",Bullet,Hanwha,2,5/21/2019,10/16/2025,20,Online,24.5,59,2,637,75,Warning,98.08,135,1.06,TRUE,FALSE,Gate,Firmware update recommended
130,قادم من الضجيج باتجاه السالميه," 29°18'6.17""N","47°57'1.54""E",IP,Axis,2,3/27/2022,3/26/2019,20,Online,35.5,49,0,279,88,Good,98.29,121,0.67,TRUE,FALSE,Office,
278,قادم منشارع الخليج باتجاه شارع عبد العزيز حمد الصقر  الشويخ ,"  29°22'4.10""N","  47°57'48.22""E",Bullet,Hanwha,8,2/11/2024,10/31/2025,20,Online,37.2,58,0,23,86,Good,98.11,116,3.21,TRUE,TRUE,Office,Focus adjustment needed
HQ 2,Surv-Gate 1 HQ," 29°15'34.87""N"," 48° 1'58.92""E",Bullet,Honeywell,12,1/1/2021,11/19/2024,22,Online,33.8,40,0,76,84,Good,98.98,117,8.84,TRUE,FALSE,Warehouse,Firmware update recommended
177,مدخل د.6 القادم من السابع باتجاه الجهراء," 29°16'0.35""N"," 47°49'57.66""E",Bullet,Vivotek,12,10/8/2024,1/26/2024,20,Online,14,59,0,172,85,Good,99.57,117,5.28,TRUE,TRUE,Warehouse,Firmware update recommended
71,د.4 / الغرالي المخرج المؤدي الي جسر جابر," 29°19'0.68""N","47°56'30.12""E",Analog,Hanwha,8,10/28/2018,1/1/2024,20,Intermittent,37.6,39,1,356,85,Warning,95.73,124,4.14,TRUE,FALSE,Gate,Focus adjustment needed
101,مدخل د.4 القادم من المدينه - الصليبخات," 29°19'56.52""N"," 48° 2'17.95""E",Thermal,Hikvision,8,3/31/2022,8/26/2024,22,Online,34.5,66,0,691,77,Good,98.48,130,8.57,TRUE,FALSE,Lobby,Mount stabilization required
298,قادم من شارع عبد الرحمن يوسف حمد الرومي باتجاه قادم من شارع الخليج العربي الشويخ,"  29°22'55.58""N"," 48° 0'8.44""E",PTZ,Honeywell,8,1/14/2023,10/1/2021,23,Online,23.5,60,1,412,69,Good,99.88,127,5.9,TRUE,FALSE,Roof,Replace network cable
191,القادم من اسواق القرين باتجاه صبحان," 29°12'0.23""N","48° 0'29.83""E",Fisheye,Uniview,2,2/7/2025,10/28/2019,18,Online,40.5,38,1,215,92,Good,98.92,117,0.9,TRUE,FALSE,Warehouse,Firmware update recommended
279,قادم من شارع الخليج السالمية باتجاه شارع عبد العزيز حمد الصقر ,,,IP,Bosch,8,2/13/2025,7/7/2025,21,Online,29.3,53,3,359,69,Warning,99.85,116,7.9,TRUE,FALSE,Roof,Check IR LEDs
